x,y,total_volume_new
4176635.22049008,2859477.19832042,1945.53250001729
4176635.22049008,2859377.19832039,0
4176635.22049008,2859777.1983205,26.3744223400019
4118335.22048603,2854677.19831863,0
4118335.22048603,2854577.19831861,0
4118335.22048602,2854077.19831846,0
4118335.22048602,2854477.19831858,0
4118335.22048602,2854377.19831855,0
4118335.22048602,2854277.19831852,0
4118335.22048602,2854177.19831849,0
4118335.220486,2850877.19831756,881.354506404139
4118335.220486,2850777.19831753,0
4118335.220486,2850677.1983175,0
4118735.22048606,2854877.19831869,0
4118735.22048605,2854777.19831866,4.90106461979449
4118735.22048605,2854677.19831864,0
4118735.22048605,2854577.19831861,0
4118735.22048606,2854977.19831872,0
4118735.22048606,2855977.19831901,0
4118735.22048606,2855877.19831897,0
4118735.22048606,2855777.19831895,0
4118735.22048603,2850977.19831759,0
4118735.22048604,2853177.19831821,0
4118735.22048604,2853077.19831818,0
4118735.22048604,2852977.19831815,0
4118735.22048605,2854077.19831847,0
4118735.22048605,2854477.19831858,0
4118735.22048605,2854377.19831855,0
4118735.22048605,2854277.19831852,0
4118735.22048605,2854177.19831849,0
4118735.22048604,2852077.1983179,1340.1143601837
4118735.22048604,2851977.19831787,2225.36350990124
4118735.22048604,2851877.19831785,0
4118735.22048603,2851777.19831781,0
4118735.22048604,2852477.19831801,0
4118735.22048604,2852377.19831798,0
4118735.22048604,2852277.19831795,0
4118735.22048604,2852177.19831792,0
4118735.22048604,2852877.19831813,2334.19381710941
4118735.22048604,2852777.19831809,3784.20182658628
4118735.22048604,2852677.19831807,2095.16436691854
4118735.22048604,2852577.19831804,1054.06081754547
4118635.22048605,2854477.19831858,0
4118635.22048604,2854377.19831855,0
4118635.22048604,2854277.19831852,0
4118635.22048604,2854177.19831849,0
4118635.22048605,2854877.19831869,0
4118635.22048605,2854777.19831866,0
4118635.22048605,2854677.19831864,0
4118635.22048605,2854577.19831861,0
4118635.22048603,2852877.19831812,0
4118635.22048603,2852777.19831809,0
4118635.22048604,2852977.19831815,0
4118635.22048604,2854077.19831847,0
4118635.22048603,2852477.19831801,0
4118635.22048603,2852377.19831799,0
4118635.22048603,2852277.19831795,0
4118635.22048603,2852177.19831792,0
4176935.2204901,2858877.19832024,828.691966967098
4176935.22049009,2858777.19832021,0
4176935.22049009,2858677.19832019,0
4176935.22049009,2858577.19832016,0
4176935.2204901,2859277.19832036,1100.16000002548
4176935.2204901,2859177.19832033,0
4176935.2204901,2859077.1983203,0
4176935.2204901,2858977.19832027,0
4176935.2204901,2859477.19832041,0
4176935.2204901,2859377.19832039,0
4176935.22049009,2858477.19832013,171.769499987189
4176935.22049009,2858377.1983201,660.543119136072
4176935.22049009,2858277.19832008,1333.11271307343
4176935.22049009,2858177.19832005,0
4176935.22049011,2862477.19832126,0
4176935.22049011,2862377.19832123,0
4176935.22049011,2862877.19832138,181.050327685848
4176935.22049011,2862777.19832135,0
4176935.22049011,2862677.19832132,0
4176935.22049011,2862577.19832129,1896.96200002127
4176935.22049011,2862977.1983214,1482.45667237172
4176935.22049015,2870477.19832351,0
4176935.22049015,2870377.19832347,0
4176935.22049015,2870777.19832359,560.879999999236
4176935.22049015,2870677.19832356,1221.44400002144
4176935.22049015,2870577.19832353,0
4118635.22048585,2824077.19830986,2343.62811209251
4118635.22048584,2823977.19830983,558.220387985813
4118635.22048584,2823877.1983098,0.212494450938539
4118635.22048584,2823777.19830978,0
4118635.22048585,2824477.19830998,0
4118635.22048585,2824377.19830995,373.365000009304
4118635.22048585,2824277.19830992,368.720000011846
4118635.22048585,2824177.19830989,0
4118635.22048585,2824877.19831009,0
4118635.22048585,2824777.19831007,0
4118635.22048585,2824677.19831003,0
4118635.22048585,2824577.19831001,0
4118635.22048585,2825277.19831021,618.278088571457
4118635.22048585,2825177.19831018,0
4118635.22048585,2825077.19831015,0
4118635.22048585,2824977.19831012,0
4176935.22049012,2865177.19832202,0
4176935.22049012,2865077.19832199,0
4176935.22049012,2864977.19832196,0
4118635.22048584,2823477.19830968,0
4176935.22049012,2864477.19832182,0
4176935.22049012,2864377.1983218,0
4118635.22048586,2825677.19831032,0
4118635.22048586,2825577.19831029,0
4176935.22049012,2864877.19832193,0
4118635.22048585,2825477.19831027,0
4176935.22049012,2864777.19832191,0
4118635.22048585,2825377.19831024,0
4176935.22049012,2864677.19832188,0
4176935.22049012,2864577.19832185,0
4118635.22048586,2825977.19831041,0
4118635.22048586,2825877.19831038,0
4118635.22048586,2825777.19831035,0
4176835.22049009,2858477.19832013,535.128525255946
4176835.22049009,2858377.1983201,974.153142530799
4176835.22049009,2858277.19832008,703.133999988245
4176835.22049009,2858877.19832024,930.761999981804
4176835.22049009,2858777.19832021,0
4176835.22049009,2858677.19832019,0
4176835.22049009,2858577.19832016,383.855999994837
4176835.22049009,2859277.19832036,0
4176835.22049009,2859177.19832033,0
4176835.22049009,2859077.1983203,0
4176835.22049009,2858977.19832028,0
4176835.22049009,2859577.19832044,0
4176835.22049009,2859477.19832041,0
4176835.22049009,2859377.19832038,0
4176835.2204901,2862477.19832126,0
4176835.22049011,2862877.19832138,834.613999979757
4176835.22049011,2862777.19832134,0
4176835.22049011,2862677.19832131,0
4176835.22049011,2862577.19832129,0
4118535.22048604,2854077.19831846,0
4118535.22048604,2854477.19831858,0
4118535.22048604,2854377.19831855,2342.96043573226
4118535.22048604,2854277.19831852,2264.79139128362
4118535.22048604,2854177.19831849,0
4118535.22048604,2854877.19831869,0
4118535.22048604,2854777.19831866,511.345000000577
4118535.22048604,2854677.19831864,0
4118535.22048604,2854577.1983186,630.629999985918
4176835.22049014,2870477.1983235,0
4176835.22049014,2870377.19832347,0
4176835.22049014,2870877.19832362,0
4176835.22049014,2870777.19832359,0
4176835.22049014,2870677.19832356,0
4176835.22049014,2870577.19832353,0
4118535.22048584,2823677.19830974,0
4118535.22048584,2823577.19830972,0
4118535.22048583,2823477.19830968,298.374999993481
4118535.22048583,2823377.19830966,0
4118535.22048584,2824077.19830986,0
4118535.22048584,2823977.19830983,0
4118535.22048584,2823877.1983098,1978.36348764588
4118535.22048584,2823777.19830977,523.176017898298
4118535.22048584,2824477.19830997,0
4118535.22048584,2824377.19830995,0
4118535.22048584,2824277.19830992,0
4118535.22048584,2824177.19830989,0
4118535.22048584,2824877.19831009,0
4118535.22048584,2824777.19831006,0
4118535.22048584,2824677.19831003,0
4118535.22048584,2824577.19831001,0
4176835.22049012,2864877.19832193,0
4176835.22049012,2864777.19832191,0
4176835.22049012,2864677.19832188,0
4176835.22049011,2864577.19832185,0
4176835.22049012,2865177.19832202,0
4176835.22049012,2865077.19832199,0
4176835.22049012,2864977.19832196,0
4176835.22049011,2862977.1983214,0
4118535.22048585,2825277.19831021,28.5279114204459
4118535.22048585,2825177.19831018,0
4176835.22049011,2864477.19832182,0
4118535.22048585,2825077.19831015,0
4176835.22049011,2864377.1983218,0
4118535.22048584,2824977.19831012,0
4118535.22048585,2825677.19831032,0
4118535.22048585,2825577.19831029,0
4118535.22048585,2825377.19831024,0
4118535.22048585,2826077.19831044,0
4118535.22048585,2825977.19831041,0
4118535.22048585,2825877.19831038,0
4118535.22048585,2825777.19831035,0
4117135.22048594,2854477.19831857,0
4117135.22048594,2854377.19831853,294.891079869727
4117135.22048592,2851677.19831777,772.356000009528
4117135.22048592,2851777.1983178,2819.15467081098
4117135.22048594,2854777.19831865,0
4117135.22048594,2854677.19831862,167.850500005134
4117135.22048594,2854577.1983186,0
4117035.22048573,2824077.19830984,0
4117035.22048573,2823977.19830982,0
4117035.22048573,2823877.19830979,0
4117035.22048573,2823777.19830976,0
4117035.22048573,2824177.19830987,0
4117035.22048573,2823277.19830962,0
4117035.22048573,2823677.19830973,0
4117035.22048573,2823577.1983097,0
4117035.22048573,2823477.19830967,0
4117035.22048573,2823377.19830965,1698.71949997325
4175335.22048999,2859677.19832046,0
4175335.22048999,2859577.19832043,0
4175335.22048999,2859477.1983204,0
4175335.22048999,2859377.19832038,0
4175335.22048998,2857477.19831984,56.4011321289581
4175335.22048998,2857377.19831981,3026.11150001353
4175335.22048998,2858077.19832001,0
4175335.22048998,2857977.19831998,62.1409257836262
4175335.22048998,2858177.19832004,0
4175335.22048999,2860477.19832069,1934.86713361698
4175335.22048999,2860377.19832066,0
4175335.22048999,2860277.19832063,0
4175335.22048999,2860877.1983208,0
4175335.22048999,2860777.19832077,0
4175335.22048999,2860677.19832075,0
4175335.22048999,2860577.19832072,67.5040377451805
4117035.22048593,2854477.19831857,0
4117035.22048593,2854377.19831853,1671.54900002321
4117035.22048593,2854277.19831851,0
4117035.22048594,2854877.19831868,0
4117035.22048594,2854777.19831865,0
4117035.22048594,2854677.19831862,0
4117035.22048594,2854577.1983186,0
4116935.22048592,2854077.19831845,0
4116935.22048593,2854477.19831857,935.737051373627
4116935.22048593,2854377.19831854,183.943724335043
4116935.22048593,2854277.19831851,0
4116935.22048593,2854177.19831848,0
4116935.22048593,2854877.19831868,17.0787490464747
4116935.22048593,2854777.19831865,0
4116935.22048593,2854677.19831862,0
4116935.22048593,2854577.1983186,1019.13349995504
4116935.22048572,2823677.19830973,0
4116935.22048572,2823577.1983097,0
4116935.22048572,2823477.19830967,0
4116935.22048572,2823377.19830965,0
4116935.22048573,2824077.19830984,0
4116935.22048573,2823977.19830982,0
4116935.22048572,2823877.19830979,0
4116935.22048572,2823777.19830976,0
4116935.22048573,2824277.1983099,0
4116935.22048573,2824177.19830987,0
4175235.22049003,2869177.19832313,0
4175235.22049003,2869077.1983231,0
4175235.22048998,2858277.19832006,0
4175235.22048997,2858177.19832004,488.404000004381
4175235.22048998,2859277.19832035,0
4175235.22048998,2859677.19832046,0
4175235.22048998,2859577.19832043,0
4175235.22048998,2859477.1983204,0
4175235.22048998,2859377.19832037,1064.95600000652
4175235.22048997,2857277.19831978,0
4175235.22048997,2857477.19831984,556.123867870774
4175235.22048997,2857377.19831981,2055.88100001717
4175235.22048997,2858077.19832001,1426.67366470851
4175235.22048997,2857977.19831999,221.634053613199
4175235.22048999,2860477.19832069,3041.11261354824
4175235.22048999,2860377.19832066,1906.79171512483
4175235.22048998,2860277.19832063,0
4175235.22048999,2860777.19832077,0
4175235.22048999,2860677.19832074,0
4175235.22048999,2860577.19832072,1738.72421070224
4117335.22048593,2851277.19831766,0
4117335.22048593,2851177.19831763,0
4117335.22048594,2851677.19831777,489.053136221366
4117335.22048594,2851577.19831774,1035.20774513083
4117335.22048594,2851477.19831772,0
4117335.22048593,2851377.19831769,0
4117335.22048594,2851777.1983178,133.079363804514
4117335.22048596,2854477.19831856,0
4117335.22048596,2854377.19831854,0
4117335.22048595,2854277.19831851,0
4117335.22048596,2854677.19831863,0
4117335.22048596,2854577.19831859,0
4117335.22048575,2824077.19830985,0
4117335.22048575,2823977.19830982,0
4117335.22048575,2823877.19830979,447.985250344733
4117335.22048575,2823777.19830976,34.7947496680543
4117335.22048576,2824277.1983099,0
4117335.22048576,2824177.19830988,0
4175635.22049001,2859877.19832052,0
4175635.22049001,2859777.1983205,0
4175635.22049001,2860477.19832069,377.965019471571
4175635.22049001,2860377.19832066,0
4175635.22049001,2860877.1983208,0
4175635.22049001,2860777.19832077,0
4175635.22049001,2860677.19832074,0
4175635.22049001,2860577.19832072,0
4175635.22049002,2860977.19832083,0
4175635.22049,2858177.19832004,17.9558658208
4175635.22049001,2859677.19832046,0
4175635.22049001,2859577.19832044,0
4175635.22049001,2859477.1983204,0
4175535.22048998,2854077.19831888,0
4175535.22048998,2854477.19831899,0
4175535.22048998,2854277.19831893,0
4175535.22048998,2854177.19831891,0
4175535.22048998,2854677.19831905,0
4175535.22048998,2854577.19831902,0
4117235.22048574,2823277.19830962,0
4117235.22048574,2823677.19830973,0
4117235.22048574,2823577.1983097,0
4117235.22048574,2823477.19830967,0
4117235.22048574,2823377.19830964,0
4117235.22048575,2824077.19830985,0
4117235.22048575,2823977.19830982,0
4117235.22048575,2823877.19830979,0
4117235.22048574,2823777.19830976,0
4117235.22048575,2824377.19830993,1394.07799998885
4117235.22048575,2824277.1983099,601.891500001168
4117235.22048575,2824177.19830988,0
4175535.22049,2859677.19832046,0
4175535.22049,2859577.19832043,0
4175535.22049,2859477.1983204,0
4175535.22049,2859877.19832052,0
4175535.22049,2859777.19832049,0
4175535.22049001,2860477.19832069,1008.51337922532
4175535.22049001,2860377.19832066,0
4175535.22049,2860277.19832063,0
4175535.22049001,2860877.1983208,0
4175535.22049001,2860777.19832077,0
4175535.22049001,2860677.19832074,0
4175535.22049001,2860577.19832072,0
4175535.22049,2858077.19832001,1101.60848046551
4175535.22048999,2857977.19831998,0
4175535.22049,2858177.19832004,0
4117235.22048593,2851677.19831777,0
4117235.22048593,2851577.19831774,1534.33825477513
4117235.22048595,2854477.19831857,244.678499995451
4117235.22048595,2854377.19831854,851.811027112603
4117235.22048595,2854677.19831862,0
4117235.22048595,2854577.1983186,0
4117235.22048593,2851777.1983178,3071.1886156176
4117135.22048574,2824477.19830997,0
4117135.22048574,2824377.19830994,0
4117135.22048574,2824277.19830991,0
4117135.22048574,2824177.19830988,0
4117135.22048573,2823277.19830962,0
4117135.22048574,2823677.19830973,0
4117135.22048574,2823577.1983097,0
4117135.22048574,2823477.19830967,0
4117135.22048574,2823377.19830965,0
4117135.22048574,2824077.19830985,0
4117135.22048574,2823977.19830982,0
4117135.22048574,2823877.19830979,0
4117135.22048574,2823777.19830976,0
4175435.22049,2859677.19832046,0
4175435.22049,2859577.19832043,0
4175435.22048999,2859477.1983204,0
4175435.22048999,2859377.19832038,0
4175435.22049,2860477.19832069,4223.73510126746
4175435.22049,2860377.19832066,0
4175435.22048999,2857477.19831984,0
4175435.22048998,2857377.19831981,0
4175435.22048999,2858077.19832001,0
4175435.22048999,2858177.19832004,0
4175435.22049,2860877.1983208,226.053393462393
4175435.22049,2860777.19832077,277.392606534032
4175435.22049,2860677.19832074,762.866999960924
4175435.22049,2860577.19832072,0
4175435.22048997,2854677.19831905,0
4175435.22048997,2854577.19831902,0
4117535.22048577,2824177.19830988,0
4175835.22049003,2860877.1983208,0
4175835.22049003,2860777.19832077,0
4175835.22049003,2860677.19832075,0
4175835.22049003,2860577.19832072,1540.76849996143
4175835.22049003,2861077.19832086,0
4175835.22049003,2860977.19832083,1064.19999997597
4175835.22049002,2859677.19832046,0
4175835.22049002,2859577.19832044,0
4117535.22048577,2824077.19830985,0
4117535.22048577,2823977.19830983,0
4175835.22049002,2859877.19832052,0
4175835.22049002,2859777.19832049,0
4175835.22049003,2860477.19832069,0
4175835.22049003,2860377.19832066,0
4175835.22049,2854477.19831899,0
4175835.22049,2854377.19831896,0
4175835.22049,2854877.19831911,0
4175835.22049,2854777.19831908,0
4175835.22049,2854677.19831905,0
4175835.22049,2854577.19831902,0
4175835.22049002,2858077.19832001,0
4175835.22049002,2857977.19831998,0
4175835.22049002,2858177.19832004,0
4117535.22048595,2851677.19831777,0
4117535.22048595,2851577.19831774,0
4117535.22048595,2851477.19831772,0
4117535.22048595,2851377.19831769,0
4117535.22048595,2851777.1983178,0
4117535.22048595,2851277.19831766,0
4117535.22048595,2851177.19831763,0
4117535.22048597,2854577.1983186,994.359500011057
4117535.22048597,2854477.19831857,128.861709879898
4117535.22048597,2854377.19831854,0
4117435.22048594,2851277.19831766,0
4117435.22048594,2851177.19831763,729.328499993077
4117435.22048594,2851677.19831777,0
4117435.22048594,2851577.19831774,3929.43599995254
4117435.22048594,2851477.19831772,0
4117435.22048594,2851377.19831769,0
4117435.22048596,2854477.19831856,0
4117435.22048596,2854377.19831854,0
4117435.22048596,2854277.19831851,0
4117435.22048596,2854677.19831863,453.567999981809
4117435.22048596,2854577.19831859,0
4175735.22048999,2854477.19831899,0
4175735.22048999,2854377.19831896,0
4175735.22048999,2854277.19831893,0
4175735.22048999,2854177.19831891,0
4175735.22048999,2854777.19831908,0
4175735.22048999,2854677.19831905,0
4175735.22048999,2854577.19831902,0
4175735.22049001,2858077.19832001,4098.81115249079
4175735.22049001,2857977.19831999,0
4175735.22049001,2858177.19832004,2669.51163414828
4117435.22048576,2824077.19830985,505.543499988969
4117435.22048576,2823977.19830982,537.555500006769
4117435.22048576,2823877.19830979,0
4117435.22048576,2824177.19830988,0
4175735.22049002,2860477.19832069,0
4175735.22049002,2860877.1983208,564.63391907881
4175735.22049002,2860777.19832077,246.70458093707
4175735.22049002,2860677.19832075,0
4175735.22049002,2860577.19832072,0
4175735.22049002,2861077.19832086,0
4175735.22049002,2860977.19832083,0
4175735.22049002,2859677.19832047,0
4175735.22049002,2859577.19832044,0
4175735.22049002,2859877.19832052,0
4175735.22049002,2859777.19832049,0
4175635.22048998,2854077.19831888,0
4175635.22048998,2854477.19831899,0
4175635.22048998,2854377.19831897,0
4175635.22048998,2854277.19831894,0
4175635.22048998,2854177.19831891,0
4175635.22048999,2854777.19831908,0
4175635.22048999,2854677.19831905,0
4175635.22048999,2854577.19831902,0
4175635.22049,2858077.19832001,135.50686706265
4175635.22049,2857977.19831998,0
4175635.22049,2857877.19831995,0
4176035.22049002,2855277.19831922,0
4176035.22049002,2855177.19831919,0
4176035.22049002,2855077.19831916,0
4176035.22049002,2854977.19831914,0
4176035.22049002,2855377.19831925,0
4176035.22049001,2854877.1983191,0
4176035.22049001,2854777.19831908,0
4176035.22049001,2854677.19831905,0
4176035.22049003,2858477.19832013,0
4176035.22049003,2858377.1983201,1244.45712040858
4176035.22049003,2858277.19832007,0
4176035.22049003,2858177.19832004,0
4176035.22049004,2859677.19832047,25.2818541465793
4176035.22049004,2859577.19832044,0
4176035.22049004,2859477.19832041,223.329000007315
4176035.22049004,2859377.19832038,0
4117735.22048596,2851277.19831766,1802.33100003591
4117735.22048596,2851677.19831778,0
4117735.22048596,2851477.19831772,276.080000013858
4117735.22048596,2851377.19831769,0
4117735.22048597,2851777.1983178,0
4117735.22048598,2854477.19831857,0
4117735.22048598,2854377.19831854,948.12999997912
4117735.22048598,2854577.1983186,0
4117735.2204858,2826077.19831043,255.044343075762
4117735.2204858,2826477.19831055,0
4117735.2204858,2826377.19831052,0
4117735.2204858,2826277.19831049,454.416000035405
4117735.2204858,2826177.19831046,265.677511468175
4117735.22048578,2823677.19830973,0
4117735.22048578,2824077.19830985,135.263000000128
4117735.22048578,2823977.19830982,0
4117735.22048578,2823877.19830979,0
4117735.22048578,2823777.19830977,0
4176035.22049004,2859877.19832052,0
4117735.22048579,2824477.19830997,0
4176035.22049004,2859777.19832049,0
4117735.22048578,2824377.19830994,0
4176035.22049004,2860477.19832069,0
4117735.22048578,2824277.19830991,227.058000007179
4117735.22048578,2824177.19830988,0
4176035.22049004,2860677.19832075,0
4176035.22049004,2860577.19832072,344.644999985583
4175935.22049001,2854877.19831911,0
4175935.22049001,2854777.19831908,0
4175935.22049001,2854677.19831905,0
4175935.22049001,2854577.19831902,0
4175935.22049001,2854977.19831914,0
4175935.22049002,2858077.19832001,0
4175935.22049002,2858377.1983201,0
4175935.22049002,2858277.19832007,0
4175935.22049002,2858177.19832004,0
4175935.22049004,2860977.19832083,0
4117635.22048577,2823677.19830973,0
4117635.22048578,2824077.19830985,1003.48500002548
4117635.22048577,2823877.19830979,0
4117635.22048577,2823777.19830977,0
4175935.22049003,2860477.19832069,0
4117635.22048578,2824277.19830991,0
4175935.22049003,2860377.19832066,0
4117635.22048578,2824177.19830988,3801.11699997615
4175935.22049004,2860877.1983208,0
4175935.22049003,2860677.19832075,0
4175935.22049003,2860577.19832072,335.727000008058
4117635.22048596,2851777.1983178,0
4117635.22048596,2851277.19831766,634.580999988131
4117635.22048595,2851177.19831763,0
4117635.22048596,2851677.19831777,0
4117635.22048596,2851577.19831774,0
4117635.22048596,2851477.19831772,251.6653589478
4117635.22048596,2851377.19831769,1628.63314109151
4117635.22048598,2854477.19831857,342.078290120978
4117635.22048598,2854377.19831854,0
4117635.22048598,2854577.1983186,0
4116235.22048589,2856077.19831901,0
4116235.22048589,2855977.19831898,0
4116235.22048589,2855877.19831896,744.209349709764
4116235.22048589,2855777.19831893,2639.7449571032
4116235.22048589,2856277.19831907,0
4116235.22048589,2856177.19831904,0
4116235.22048588,2854477.19831856,0
4116235.22048588,2854377.19831853,0
4116235.22048588,2854277.1983185,0
4116235.22048588,2854177.19831847,0
4116235.22048588,2854877.19831867,0
4116235.22048588,2854777.19831864,0
4116235.22048588,2854677.19831861,0
4116235.22048588,2854577.19831859,0
4116235.22048588,2855277.19831879,0
4116235.22048588,2855077.19831873,0
4116235.22048588,2854977.1983187,0
4116235.22048589,2855677.1983189,127.371671743068
4116235.22048589,2855477.19831884,0
4116235.22048588,2855377.19831881,0
4116135.22048588,2855677.1983189,6054.63277498987
4116135.22048588,2855577.19831887,389.476389767369
4116135.22048588,2855477.19831884,0
4116135.22048588,2855377.19831881,0
4116135.22048588,2856077.19831901,0
4116135.22048588,2855977.19831898,0
4116135.22048588,2855877.19831896,0
4116135.22048588,2855777.19831893,0
4116135.22048589,2856377.19831909,0
4116135.22048588,2856277.19831906,0
4116135.22048588,2856177.19831904,2051.86049999576
4116135.22048587,2854077.19831844,0
4116135.22048587,2853977.19831842,0
4116135.22048587,2854477.19831856,0
4116135.22048587,2854377.19831853,0
4116135.22048587,2854277.1983185,0
4116135.22048587,2854177.19831847,0
4116135.22048587,2854877.19831867,0
4116135.22048587,2854777.19831864,0
4116135.22048587,2854677.19831861,0
4116135.22048587,2854577.19831859,0
4116135.22048588,2855277.19831879,0
4116135.22048588,2855077.19831873,0
4116135.22048588,2854977.1983187,0
4116135.22048566,2822477.19830938,0
4116135.22048566,2822877.19830949,0
4116135.22048566,2822777.19830947,0
4116135.22048566,2822677.19830943,0
4116135.22048566,2822577.1983094,0
4116135.22048566,2823177.19830958,0
4116135.22048566,2823077.19830955,0
4116135.22048566,2822977.19830952,0
4174435.22048991,2855277.19831921,3821.01153484981
4174435.22048991,2855177.19831919,0
4174435.2204899,2855077.19831915,0
4174435.2204899,2854977.19831913,0
4174435.22048991,2855677.19831932,0
4174435.22048991,2855577.1983193,0
4174435.22048991,2855477.19831927,0
4174435.22048991,2855377.19831924,0
4174435.22048991,2855977.19831941,0
4174435.22048991,2855877.19831938,0
4174435.22048991,2855777.19831936,0
4174435.22048992,2858477.19832012,0
4174435.22048992,2858377.19832009,1419.52199999085
4174435.22048992,2858277.19832006,248.913000008371
4174435.22048992,2858177.19832003,1122.29999997653
4174435.22048992,2857677.19831989,0
4174435.22048992,2857577.19831986,0
4174435.22048992,2857477.19831984,0
4174435.22048992,2858077.19832,0
4174435.22048992,2857977.19831997,0
4174435.22048992,2857877.19831994,491.377499985625
4174435.22048992,2857777.19831992,0
4174435.22048997,2868877.19832304,0
4174435.22048997,2868777.19832301,0
4174435.22048997,2868677.19832298,0
4174435.22048996,2866477.19832237,0
4174435.22048996,2866377.19832234,0
4174435.22048996,2866277.19832231,0
4174435.22048996,2866177.19832229,0
4174435.22048996,2866877.19832249,0
4174435.22048996,2866777.19832245,0
4174435.22048996,2866677.19832242,0
4174435.22048996,2866577.1983224,0
4174435.22048996,2867077.19832254,0
4174435.22048996,2866977.19832251,0
4116035.22048566,2823177.19830957,0
4116035.22048566,2823077.19830955,0
4116035.22048566,2822977.19830952,0
4116035.22048565,2822477.19830938,0
4116035.22048566,2822877.19830949,0
4116035.22048565,2822777.19830946,0
4116035.22048565,2822677.19830943,0
4116035.22048565,2822577.1983094,0
4174335.2204899,2855277.19831921,1731.11899996242
4174335.2204899,2855177.19831918,0
4174335.2204899,2855077.19831915,0
4174335.2204899,2854977.19831913,0
4174335.2204899,2855677.19831932,0
4174335.2204899,2855577.1983193,0
4174335.2204899,2855477.19831927,0
4174335.2204899,2855377.19831924,0
4174335.2204899,2855977.19831941,0
4174335.2204899,2855877.19831938,4195.62660630778
4174335.2204899,2855777.19831936,1282.39939368656
4174335.22048991,2858077.19832,4513.47489449513
4174335.22048991,2857977.19831997,58.662957118731
4174335.22048991,2857877.19831994,0
4174335.22048991,2857777.19831992,0
4174335.22048991,2858277.19832006,339.170000002906
4174335.22048991,2858177.19832003,4089.13957482471
4174335.22048991,2857677.19831989,518.240000018477
4174335.22048991,2857577.19831986,0
4174335.22048991,2857477.19831984,0
4116035.22048587,2855277.19831878,0
4116035.22048587,2855177.19831876,0
4116035.22048587,2855077.19831872,0
4116035.22048587,2854977.1983187,0
4116035.22048587,2855677.1983189,1982.56085676579
4116035.22048587,2855577.19831887,0
4116035.22048587,2855477.19831884,0
4116035.22048587,2855377.19831881,0
4116035.22048588,2856077.19831901,526.110000013257
4116035.22048588,2855977.19831898,0
4116035.22048587,2855877.19831896,959.111999989289
4116035.22048587,2855777.19831892,900.542999986536
4116035.22048588,2856477.19831912,1075.59900002514
4116035.22048588,2856377.1983191,0
4116035.22048588,2856277.19831906,1303.48999997065
4116035.22048588,2856177.19831904,0
4116035.22048586,2853677.19831833,0
4116035.22048586,2854077.19831844,0
4116035.22048586,2853977.19831842,0
4116035.22048586,2853877.19831839,0
4116035.22048586,2853777.19831836,0
4116035.22048587,2854477.19831856,0
4116035.22048586,2854377.19831853,0
4116035.22048586,2854277.1983185,0
4116035.22048586,2854177.19831847,0
4116035.22048587,2854877.19831867,0
4116035.22048587,2854777.19831864,0
4116035.22048587,2854677.19831861,0
4116035.22048587,2854577.19831859,0
4174335.22048995,2866477.19832237,0
4174335.22048995,2866377.19832234,0
4174335.22048995,2866277.19832231,0
4174335.22048995,2866177.19832228,0
4174335.22048995,2866877.19832248,0
4174335.22048995,2866777.19832245,0
4174335.22048995,2866677.19832242,214.380000011064
4174335.22048995,2866577.19832239,0
4174335.22048995,2867077.19832254,0
4174335.22048995,2866977.19832251,0
4116435.2204859,2854877.19831867,0
4116435.22048589,2854777.19831864,0
4116435.22048589,2854677.19831862,0
4116435.2204859,2854977.1983187,0
4116435.2204859,2855477.19831884,0
4116435.2204859,2855377.19831882,0
4174735.22048999,2869277.19832316,0
4174735.22048999,2869177.19832313,0
4174735.22048999,2869077.1983231,0
4174735.22048999,2868977.19832307,0
4174735.22048999,2869377.19832319,0
4174735.22048999,2868477.19832293,0
4174735.22048999,2868877.19832305,0
4174735.22048999,2868777.19832302,0
4174735.22048999,2868677.19832298,0
4174735.22048999,2868577.19832296,0
4116335.22048568,2822877.19830949,0
4116335.22048568,2822777.19830946,0
4116335.22048567,2822677.19830943,0
4116335.22048568,2823177.19830958,0
4116335.22048568,2823077.19830955,0
4116335.22048568,2822977.19830952,0
4174635.22048997,2866477.19832237,0
4174635.22048997,2866377.19832234,0
4174635.22048997,2866277.19832231,0
4174635.22048997,2866177.19832228,0
4174635.22048997,2866877.19832248,0
4174635.22048997,2866777.19832245,0
4174635.22048997,2866677.19832243,0
4174635.22048997,2866577.1983224,0
4174635.22048993,2857277.19831978,28.7276023653802
4174635.22048993,2857177.19831975,0
4174635.22048993,2857077.19831972,0
4174635.22048993,2857677.19831989,693.332500033826
4174635.22048993,2857577.19831986,1237.00900001158
4174635.22048993,2857477.19831983,0
4174635.22048993,2857377.19831981,1200.55989766469
4174635.22048993,2858077.19832001,0
4174635.22048993,2857977.19831997,0
4174635.22048993,2857877.19831995,0
4174635.22048993,2857777.19831992,0
4174635.22048993,2858477.19832012,0
4174635.22048993,2858377.19832009,0
4174635.22048993,2858277.19832006,0
4174635.22048993,2858177.19832003,0
4174635.22048994,2858777.1983202,0
4174635.22048994,2858677.19832018,1434.7552233459
4174635.22048994,2858577.19832015,0
4174635.22048998,2868877.19832305,0
4174635.22048998,2868777.19832301,404.635945111513
4174635.22048998,2868677.19832298,10.8001135715749
4174635.22048998,2868577.19832296,0
4174635.22048999,2869277.19832316,0
4174635.22048998,2868977.19832307,0
4174635.22048999,2869477.19832321,0
4174635.22048999,2869377.19832319,0
4174635.22048997,2866977.19832251,0
