x,y,total_volume_new
4133735.22048688,2819577.19830868,0
4133735.22048688,2819477.19830864,0
4133735.22048688,2820077.19830882,636.130950161442
4133735.22048688,2819977.1983088,412.345049840398
4133735.22048688,2819877.19830876,0
4133735.22048688,2819777.19830874,556.218251120904
4133735.2204869,2823677.19830987,0
4133735.2204869,2823577.19830984,0
4133735.2204869,2823477.19830981,0
4133735.2204869,2823377.19830978,1588.79156552302
4133735.22048691,2824077.19830999,0
4133735.2204869,2823977.19830995,0
4133735.2204869,2823877.19830992,332.504999994091
4133735.2204869,2823777.1983099,0
4133735.22048691,2824277.19831004,0
4133735.22048691,2824177.19831002,0
4133735.2204869,2822877.19830964,0
4133735.2204869,2823277.19830976,0
4133735.2204869,2823177.19830973,0
4133735.2204869,2823077.19830969,0
4133735.2204869,2822977.19830966,0
4133735.22048674,2797977.19830234,0
4133735.22048674,2797877.19830232,0
4133735.22048674,2797777.19830229,0
4133735.22048674,2797577.19830222,0
4133735.22048674,2797477.19830219,0
4133735.22048674,2797377.19830217,0
4134135.22048689,2816477.19830778,0
4134135.22048689,2816377.19830775,0
4134135.22048689,2816577.19830781,0
4134135.22048687,2814477.1983072,0
4134135.22048687,2814377.19830717,3163.61025509324
4134135.22048687,2814277.19830714,7464.16528647241
4134135.22048688,2814677.19830725,0
4134135.22048687,2814577.19830722,0
4134135.2204869,2819277.19830859,0
4134135.2204869,2819177.19830857,1473.4662305895
4134135.22048691,2819677.19830871,0
4134135.22048691,2819577.19830868,0
4134135.2204869,2819477.19830865,202.157402675506
4134135.2204869,2819377.19830862,2777.33699598803
4134135.22048691,2820077.19830883,0
4134135.22048691,2819977.1983088,0
4134135.22048691,2819877.19830877,0
4134135.22048691,2819777.19830874,0
4134135.22048683,2807677.19830521,0
4134135.22048683,2807877.19830527,0
4134135.22048683,2807777.19830523,0
4134135.22048685,2810777.19830611,0
4134135.22048685,2810677.19830609,0
4134135.22048695,2827277.19831091,0
4134135.22048695,2827177.19831089,0
4134135.22048695,2827577.19831101,0
4134135.22048695,2827477.19831097,0
4134135.22048695,2827377.19831094,0
4134135.22048698,2831677.19831219,0
4134135.22048698,2832077.1983123,0
4134135.22048698,2831977.19831228,1447.06350002289
4134135.22048698,2831877.19831224,3331.24484879509
4134135.22048698,2831777.19831221,873.859500010544
4134135.22048693,2823277.19830976,1042.42437997051
4134135.22048693,2823177.19830973,0
4134135.22048691,2820477.19830895,0
4134135.22048691,2820377.19830891,0
4134135.22048691,2820277.19830889,0
4134135.22048691,2820177.19830885,1132.26149999611
4134135.22048691,2820577.19830897,0
4134135.22048692,2821577.19830926,0
4134135.22048692,2821477.19830923,0
4134135.22048693,2823677.19830987,0
4134135.22048693,2823577.19830984,0
4134135.22048693,2823477.19830982,0
4134135.22048693,2823377.19830979,0
4134135.22048693,2824077.19830999,0
4134135.22048693,2823977.19830996,0
4134135.22048693,2823877.19830993,0
4134135.22048693,2823777.1983099,865.913007274037
4134135.22048693,2824277.19831005,0
4134135.22048693,2824177.19831002,0
4134135.22048717,2862877.19832108,2215.40077743857
4134135.22048717,2862777.19832105,707.444000012241
4134135.22048717,2863077.19832113,0
4134135.22048717,2862977.19832111,0
4134135.22048706,2844177.19831577,0
4134135.22048705,2843677.19831563,0
4134135.22048705,2844077.19831575,0
4134135.22048705,2843977.19831572,0
4134135.22048705,2843877.19831569,0
4134135.22048705,2843777.19831566,0
4134135.220487,2834677.19831305,2870.69089941217
4134135.220487,2834577.19831302,0
4134135.220487,2834477.19831299,0
4134135.220487,2834377.19831296,286.370539796841
4134135.220487,2834277.19831293,75.5924593957927
4134135.22048699,2834177.19831291,0
4134135.22048701,2836877.19831369,0
4134135.22048701,2836777.19831365,0
4134135.22048701,2837177.19831377,0
4134135.22048701,2837077.19831374,0
4134135.22048701,2836977.19831371,0
4134135.22048712,2854077.19831859,0
4134135.22048711,2853977.19831856,0
4134135.22048711,2853877.19831853,0
4134135.22048711,2853777.19831851,0
4134135.22048712,2854277.19831865,0
4134135.22048712,2854177.19831862,0
4134135.22048711,2852877.19831825,0
4134135.22048711,2852777.19831822,0
4134135.22048711,2852677.1983182,682.582756492379
4134135.22048711,2852577.19831817,0
4134135.22048711,2853277.19831836,0
4134135.22048711,2853177.19831834,0
4134135.22048711,2853477.19831843,0
4134135.22048711,2853377.19831839,0
4134135.22048713,2857277.19831949,495.24150000494
4134135.22048713,2857177.19831947,0
4134135.22048714,2857677.19831961,159.905999994976
4134135.22048714,2857577.19831958,2439.73599999207
4134135.22048714,2857477.19831955,0
4134135.22048714,2857377.19831953,0
4134135.22048708,2848077.19831689,0
4134135.22048708,2847977.19831686,0
4134135.22048708,2847877.19831683,0
4134135.22048708,2848477.198317,0
4134135.22048708,2848377.19831697,0
4134135.22048708,2848277.19831694,836.594999979716
4134135.22048708,2848177.19831692,0
4134135.2204871,2851277.1983178,0
4134135.2204871,2851177.19831777,0
4134135.2204871,2851077.19831774,0
4134135.2204871,2851677.19831791,0
4134135.2204871,2851477.19831785,0
4134135.2204871,2851377.19831783,0
4134135.2204871,2851877.19831797,0
4134135.2204871,2851777.19831794,0
4134035.22048695,2827977.19831112,0
4134035.22048695,2827877.19831109,853.121071985526
4134035.22048695,2827777.19831106,2717.33511232651
4134035.22048695,2827277.19831091,0
4134035.22048695,2827177.19831089,0
4134035.22048695,2827677.19831103,0
4134035.22048695,2827577.19831101,0
4134035.22048695,2827477.19831097,0
4134035.22048695,2827377.19831094,0
4134035.22048697,2831677.19831219,0
4134035.22048697,2831577.19831216,0
4134035.22048698,2832077.1983123,0
4134035.22048697,2831977.19831227,0
4134035.22048697,2831877.19831224,758.488500006823
4134035.22048697,2831777.19831221,624.287999993563
4134035.2204869,2820077.19830883,0
4134035.2204869,2819977.1983088,0
4134035.2204869,2819877.19830877,0
4134035.2204869,2819777.19830874,0
4134035.2204869,2820477.19830894,0
4134035.2204869,2820377.19830891,0
4134035.2204869,2820277.19830888,0
4134035.2204869,2820177.19830885,0
4134035.2204869,2820577.19830897,0
4134035.22048692,2823277.19830976,63.3876200101571
4134035.22048692,2823177.19830973,583.406999999471
4134035.22048692,2823077.1983097,0
4134035.22048692,2822977.19830967,0
4134035.22048692,2823677.19830987,0
4134035.22048692,2823577.19830984,0
4134035.22048692,2823477.19830981,0
4134035.22048692,2823377.19830978,0
4134035.22048693,2824077.19830998,159.462098115822
4134035.22048693,2823977.19830996,12.793901874125
4134035.22048693,2823877.19830993,0
4134035.22048692,2823777.1983099,0
4134035.22048693,2824277.19831005,0
4134035.22048693,2824177.19831002,0
4134035.22048705,2844077.19831574,0
4134035.22048705,2843977.19831572,1050.80800000131
4134035.22048705,2843877.19831569,0
4134035.22048705,2843777.19831566,866.814000020921
4134035.22048705,2844277.1983158,0
4134035.22048705,2844177.19831577,0
4134035.22048705,2843677.19831563,0
4134035.22048699,2834477.19831299,138.015398862306
4134035.22048699,2834377.19831296,245.08246022042
4134035.22048699,2834277.19831294,629.215540622827
4134035.22048699,2834177.19831291,0
4134035.22048699,2834677.19831305,1108.37903830362
4134035.22048699,2834577.19831302,0
4134035.220487,2836877.19831368,0
4134035.220487,2836777.19831365,0
4134035.220487,2836677.19831362,0
4134035.22048701,2837077.19831374,0
4134035.22048701,2836977.19831371,0
4134035.22048686,2814077.19830708,0
4134035.22048687,2814477.1983072,692.162999991607
4134035.22048687,2814377.19830717,16.2548355951905
4134035.22048687,2814277.19830714,0
4134035.22048687,2814177.19830711,0
4134035.22048687,2814677.19830725,0
4134035.22048687,2814577.19830722,0
4134035.2204869,2819277.19830859,0
4134035.2204869,2819177.19830857,0
4134035.2204869,2819677.19830872,0
4134035.2204869,2819577.19830868,0
4134035.2204869,2819477.19830865,595.808097303548
4134035.2204869,2819377.19830862,3523.72950395702
4134035.22048683,2807677.19830521,0
4134035.22048682,2807577.19830518,0
4134035.22048683,2807777.19830524,0
4134035.22048685,2810877.19830614,0
4134035.22048684,2810777.19830611,0
4134035.22048684,2810677.19830609,0
4134035.2204871,2853477.19831842,0
4134035.2204871,2853377.19831839,0
4134035.22048711,2854077.19831858,0
4134035.22048711,2853977.19831856,0
4134035.22048711,2853877.19831853,0
4134035.22048711,2854277.19831865,0
4134035.22048711,2854177.19831862,0
4134035.2204871,2851977.198318,0
4134035.2204871,2851877.19831797,0
4134035.22048709,2851777.19831794,0
4134035.2204871,2852877.19831825,380.260000001639
4134035.2204871,2852777.19831822,916.321129754139
4134035.2204871,2852677.19831819,496.947613751938
4134035.2204871,2852577.19831817,0
4134035.2204871,2853277.19831836,0
4134035.2204871,2853177.19831834,0
4134035.2204871,2853077.19831831,0
4134035.2204871,2852977.19831828,0
4134035.22048713,2857277.19831949,0
4134035.22048713,2857177.19831946,0
4134035.22048713,2857677.19831961,58.5418860138394
4134035.22048713,2857577.19831958,656.811000015278
4134035.22048713,2857477.19831955,0
4134035.22048713,2857377.19831953,0
4134035.22048713,2857777.19831964,258.235613995604
4134035.22048707,2848077.19831689,0
4134035.22048707,2847977.19831685,0
4134035.22048707,2847877.19831682,0
4134035.22048707,2848477.198317,0
4134035.22048707,2848377.19831697,0
4134035.22048707,2848277.19831694,0
4134035.22048707,2848177.19831691,0
4134035.22048709,2851277.1983178,0
4134035.22048709,2851177.19831776,0
4134035.22048709,2851077.19831774,0
4134035.22048709,2851677.19831791,0
4134035.22048709,2851377.19831782,0
4134035.22048716,2863277.19832119,0
4134035.22048716,2863177.19832116,0
4134035.22048716,2863077.19832113,373.27499999071
4134035.22048716,2862977.19832111,0
4134035.22048716,2862877.19832108,0
4132535.22048672,2807677.19830519,0
4132535.22048672,2808077.19830531,202.636500002973
4132535.22048672,2807977.19830528,0
4132535.22048672,2807877.19830525,1218.01099995039
4132535.22048672,2807777.19830522,0
4132535.22048672,2808477.19830542,0
4132535.22048672,2808377.1983054,424.120704335581
4132535.22048672,2808277.19830537,0
4132535.22048672,2808177.19830534,0
4132535.22048673,2808777.19830551,124.37662636629
4132535.22048673,2808677.19830549,0
4132535.22048673,2808577.19830545,0
